Sno,Feature1,Dog Name,Feature2,Feature3,Feature4,Feature5,Feature6,Money,Count,Debt,IsActiveMember,EstimatedSalary,id,Gender2,Customer Type,Age2,Type of Travel,Class,Distance,Rating0,Rating1,Rating2,Rating3,Rating4,Rating5,Rating6,Rating7,Rating8,Rating9,Rating10,Rating11,Rating12,Rating13,Departure Delay in Minutes,Arrival Delay in Minutes,Target1,Target2
4460,15783526,Le Hunte,589,France,Male,36,1,100895.54,1,1,1,68075.14,92439,Female,Loyal Customer,52,Business travel,Business,1919,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,1,0,1
4461,15632125,Blake,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,110287,Male,Loyal Customer,30,Business travel,Business,1618,3,3,5,3,5,5,5,5,3,4,4,5,5,5,34,38,0,1
4462,15688395,Lane,582,France,Male,29,4,0,2,0,0,156153.27,113151,Female,disloyal Customer,8,Business travel,Eco,677,3,3,3,3,4,3,4,4,3,3,3,2,3,4,0,1,0,0
4463,15666975,Sparks,710,France,Female,36,4,116085.06,1,1,0,58601.61,73008,Female,Loyal Customer,31,Personal Travel,Eco,1096,3,4,3,4,3,3,3,3,4,1,3,1,3,3,1,0,0,0
4464,15682211,Tu,467,France,Male,57,1,0,2,1,1,114448.77,91674,Female,Loyal Customer,25,Personal Travel,Eco,954,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11,0,0
4465,15637411,Tochukwu,749,France,Male,30,1,0,2,0,1,126551.65,17987,Male,Loyal Customer,36,Business travel,Business,332,0,0,0,1,2,2,1,2,2,2,2,3,2,5,0,0,0,1
4466,15591512,Whittaker,564,Germany,Female,33,2,115761.51,1,0,1,112350.21,2675,Female,Loyal Customer,24,Personal Travel,Eco,622,2,5,2,2,4,2,4,4,4,4,4,4,5,4,0,0,1,0
4467,15606855,Wang,730,Spain,Male,26,6,0,2,1,1,185808.7,100845,Female,Loyal Customer,39,Personal Travel,Eco,711,2,5,2,4,2,2,2,2,3,3,1,5,4,2,0,0,0,0
4468,15763683,Northern,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,47328,Female,Loyal Customer,33,Business travel,Business,599,2,2,2,2,4,1,1,3,3,3,3,3,3,5,53,51,1,1
4469,15641782,Humphries,540,France,Female,31,7,0,1,0,1,183051.6,70566,Male,disloyal Customer,38,Business travel,Eco,858,1,1,1,1,1,1,1,1,4,5,5,4,2,1,0,0,1,0
4470,15677184,Cremonesi,767,France,Female,35,6,115576.44,1,0,1,27922.45,11634,Male,Loyal Customer,41,Business travel,Business,2079,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,3,0,1
4471,15775042,Ku,615,France,Female,23,4,0,2,1,0,196476.19,27230,Male,Loyal Customer,30,Business travel,Business,1839,2,1,1,1,2,2,2,2,3,2,3,2,4,2,0,2,0,0
4472,15616630,Tobenna,583,Germany,Female,41,5,77647.6,1,1,0,190429.52,91160,Female,Loyal Customer,40,Personal Travel,Eco,581,4,4,4,3,4,4,5,4,4,2,5,4,4,4,0,0,0,0
4473,15800233,Okwuadigbo,850,France,Female,40,5,0,2,1,0,35034.15,55924,Male,Loyal Customer,55,Personal Travel,Eco,733,4,5,4,2,5,4,5,5,3,3,4,5,4,5,4,1,0,0
4474,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,16970,Male,Loyal Customer,9,Personal Travel,Eco Plus,195,3,3,3,4,4,3,4,4,3,5,4,4,4,4,0,0,1,0
4475,15595557,Li,798,France,Male,22,8,0,2,1,0,107615.43,47228,Female,Loyal Customer,28,Business travel,Eco Plus,908,5,3,5,3,5,5,5,5,5,2,4,4,3,5,0,0,0,1
4476,15626143,Talbot,695,France,Male,37,2,0,2,1,1,99692.65,92064,Female,Loyal Customer,46,Business travel,Business,1517,5,5,5,5,2,5,5,4,4,4,4,4,4,4,2,0,0,1
4477,15566030,Tu,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,111248,Female,Loyal Customer,56,Business travel,Business,1849,1,1,1,1,3,5,5,5,5,5,5,3,5,4,11,0,1,1
4478,15701412,T'ien,739,France,Male,40,4,0,2,0,0,173321.65,83306,Female,Loyal Customer,38,Personal Travel,Eco Plus,2079,3,2,3,3,4,3,4,4,3,5,4,1,4,4,0,22,0,0
4479,15702464,Ross,549,France,Female,34,4,0,2,0,0,139463.57,119831,Male,Loyal Customer,40,Business travel,Business,3365,2,2,2,2,5,5,5,3,3,4,3,3,3,3,0,0,0,1
4480,15573348,Maclean,850,France,Male,35,9,102050.47,1,1,1,3769.71,104867,Male,Loyal Customer,56,Business travel,Business,1784,4,4,4,4,1,3,3,4,4,3,4,3,4,2,0,0,0,0
4481,15704160,Wan,648,Spain,Male,49,5,0,1,1,0,149946.43,97840,Female,Loyal Customer,70,Personal Travel,Eco,395,2,5,2,1,5,3,2,1,1,2,1,5,1,5,13,5,1,0
4482,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,125277,Male,Loyal Customer,31,Business travel,Business,1874,3,3,3,3,5,5,5,5,4,5,4,4,4,5,19,20,0,1
4483,15664752,Jack,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,37199,Female,Loyal Customer,52,Personal Travel,Eco Plus,1189,3,4,2,3,4,3,4,1,1,2,1,3,1,5,26,15,0,0
4484,15628292,Lucchesi,850,France,Male,32,4,156001.68,2,1,1,151677.31,38883,Female,Loyal Customer,62,Business travel,Business,3486,2,4,4,4,3,3,3,2,2,3,2,1,2,4,12,9,0,0
4485,15621195,Ch'eng,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,107994,Male,Loyal Customer,71,Business travel,Eco,271,4,3,3,3,4,4,4,4,1,1,3,4,3,4,23,6,0,0
4486,15668629,Saunders,719,Spain,Male,44,2,0,2,1,0,196582.19,114013,Male,Loyal Customer,35,Personal Travel,Eco,1844,2,4,2,4,1,2,1,1,3,2,3,3,5,1,29,11,0,0
4487,15635197,Glover,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,24114,Male,Loyal Customer,46,Business travel,Business,779,4,5,5,5,2,3,4,4,4,4,4,2,4,3,5,14,0,0
4488,15592761,Tung,710,France,Male,40,5,0,2,0,0,162878.96,48156,Male,Loyal Customer,72,Business travel,Business,3196,2,5,5,5,1,4,4,2,2,2,2,1,2,4,4,3,0,0
4489,15574283,Padovano,580,France,Male,31,2,0,2,0,1,64014.24,60632,Male,Loyal Customer,54,Business travel,Business,1620,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0,0,1
4490,15598097,Johnstone,550,France,Male,44,9,0,2,1,0,26257.01,119290,Male,Loyal Customer,44,Business travel,Business,1913,5,5,5,5,5,5,5,4,4,5,5,3,4,4,0,14,0,1
4491,15711352,Endrizzi,841,France,Female,31,3,162701.65,2,1,1,126794.56,24333,Male,Loyal Customer,60,Business travel,Business,3849,2,2,2,2,4,5,4,5,5,5,5,4,5,4,0,0,0,1
4492,15620751,Secombe,760,France,Male,34,2,0,2,1,0,164162.44,91788,Male,Loyal Customer,16,Personal Travel,Eco,590,4,5,4,2,3,4,3,3,1,4,2,3,2,3,0,0,0,0
4493,15656717,Elewechi,687,France,Female,30,6,0,2,0,0,179206.92,1854,Male,Loyal Customer,24,Personal Travel,Business,931,4,4,4,5,2,4,2,2,5,4,5,4,4,2,0,42,0,0
4494,15643121,Chu,753,Germany,Female,35,5,82453.96,2,0,0,18254.75,99520,Male,Loyal Customer,16,Business travel,Eco Plus,307,2,2,2,2,2,2,2,2,4,2,4,3,3,2,9,9,0,0
4495,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,50570,Female,Loyal Customer,49,Personal Travel,Eco,89,4,3,4,4,1,4,4,3,3,4,3,1,3,3,22,13,0,0
4496,15752846,Pinto,699,France,Male,28,7,0,2,1,1,22684.78,29144,Male,Loyal Customer,14,Personal Travel,Eco,937,1,2,1,3,5,1,5,5,2,4,3,3,4,5,0,0,0,0
4497,15640852,McGregor,617,Germany,Female,39,5,83348.89,3,1,0,7953.62,62263,Female,disloyal Customer,22,Business travel,Business,2565,2,2,2,4,5,2,5,5,2,5,3,4,3,5,0,0,1,0
4498,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,110245,Male,Loyal Customer,33,Personal Travel,Eco,1011,4,5,4,5,4,4,4,4,1,3,4,1,4,4,67,63,1,1
4499,15793688,Bancks,669,France,Male,50,9,201009.64,1,1,0,158032.5,61958,Female,Loyal Customer,48,Personal Travel,Eco,2161,4,5,3,3,4,5,4,3,3,3,5,4,3,4,0,0,1,1
4500,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,51453,Female,Loyal Customer,41,Personal Travel,Eco Plus,262,3,1,0,2,4,2,3,2,2,0,2,1,2,2,0,0,0,0
4501,15702561,Dale,782,France,Male,32,9,0,1,1,1,87566.97,54990,Male,disloyal Customer,28,Business travel,Business,1635,4,5,5,1,4,5,4,4,5,5,5,3,5,4,0,0,0,0
4502,15625964,Buckley,582,France,Female,43,5,153313.67,1,0,0,170563.73,2321,Female,Loyal Customer,20,Personal Travel,Eco,672,2,3,2,3,1,2,1,1,3,3,4,3,4,1,0,0,0,0
4503,15761364,Nkemjika,679,France,Male,30,9,0,2,1,0,157871.55,57632,Male,Loyal Customer,60,Business travel,Business,200,5,5,5,5,3,5,4,5,5,4,4,5,5,4,0,0,0,1
4504,15590286,Fairley,611,France,Female,40,2,125879.29,1,1,0,93203.43,15350,Female,disloyal Customer,33,Business travel,Business,399,2,2,2,1,5,2,5,5,5,5,5,4,5,5,0,0,0,0
4505,15587978,Boothby,455,Germany,Female,37,6,170057.62,1,0,1,54398.56,56347,Male,Loyal Customer,37,Business travel,Business,1645,2,1,1,1,3,4,3,3,3,3,2,2,3,2,19,37,0,0
4506,15773242,Chukwuhaenye,621,France,Male,32,1,0,2,1,1,168779.47,104076,Male,Loyal Customer,22,Personal Travel,Eco,359,1,2,1,4,2,1,3,2,3,2,3,1,4,2,0,0,0,0
4507,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,115929,Male,Loyal Customer,49,Business travel,Eco,371,5,2,3,3,3,5,3,3,2,4,1,2,3,3,34,30,1,1
4508,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,77549,Male,Loyal Customer,34,Business travel,Business,3755,5,5,1,5,2,2,1,4,4,4,4,4,4,3,0,0,1,1
4509,15764253,Ramsey,742,France,Male,32,6,160485.16,1,1,0,29023.03,51542,Female,disloyal Customer,37,Business travel,Eco,355,1,5,0,2,3,0,3,3,2,5,2,1,1,3,0,0,0,0
4510,15700801,Eipper,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,56494,Male,Loyal Customer,52,Business travel,Business,3392,1,1,1,1,4,4,4,3,3,3,3,5,3,3,5,1,1,1
4511,15730590,Ko,738,Germany,Female,40,1,115409.18,2,0,0,180456.8,78549,Male,Loyal Customer,64,Personal Travel,Eco,666,5,4,5,3,2,5,2,2,1,2,4,1,3,2,0,0,0,1
4512,15643916,Munro,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,50567,Female,Loyal Customer,21,Personal Travel,Eco,308,4,3,4,3,5,4,3,5,2,2,3,1,3,5,0,0,1,0
4513,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,55921,Female,Loyal Customer,26,Personal Travel,Eco,733,3,2,3,4,2,3,2,2,3,1,4,4,3,2,25,16,1,0
4514,15795429,Henderson,487,France,Male,24,7,133628.09,2,1,1,98570.01,28151,Male,disloyal Customer,23,Business travel,Eco,550,3,2,3,4,3,3,3,3,3,2,3,3,4,3,104,110,0,0
4515,15609254,Fernandez,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,59492,Male,Loyal Customer,15,Personal Travel,Eco,901,5,3,5,4,1,5,1,1,4,1,3,3,3,1,0,0,0,1
4516,15625141,Porter,563,Spain,Male,26,7,0,2,0,0,6139.74,65950,Male,Loyal Customer,27,Business travel,Business,1372,1,1,4,1,5,5,5,5,5,4,4,4,5,5,2,0,0,1
4517,15810898,Pan,803,France,Female,65,2,151659.52,2,0,1,6930.17,21933,Female,Loyal Customer,40,Business travel,Business,448,1,1,1,1,4,2,5,4,4,4,4,1,4,4,0,9,0,1
4518,15775797,Esposito,607,Spain,Female,32,7,0,3,0,1,10674.62,33543,Female,Loyal Customer,26,Personal Travel,Business,399,1,4,1,2,2,1,4,2,3,4,4,4,4,2,10,36,0,0
4519,15795246,Kaeppel,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,18637,Female,Loyal Customer,57,Personal Travel,Eco,192,3,5,3,1,2,1,4,1,1,3,1,1,1,3,21,15,0,0
4520,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,23415,Female,Loyal Customer,30,Business travel,Business,541,2,2,2,2,2,2,2,2,4,4,4,4,4,2,0,12,1,0
4521,15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,73310,Male,Loyal Customer,57,Business travel,Business,1197,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,0,1,1
4522,15694143,Conti,686,France,Female,41,10,0,1,1,0,133086.45,64191,Male,Loyal Customer,26,Personal Travel,Business,853,3,5,2,4,2,2,5,2,5,5,4,5,5,2,39,49,0,0
4523,15748231,Hargreaves,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,48834,Female,Loyal Customer,22,Personal Travel,Business,209,2,1,2,1,1,2,3,1,3,3,2,4,2,1,4,1,0,0
4524,15632185,Yermolayev,663,France,Female,42,1,82228.67,2,1,0,71359.78,63644,Male,Loyal Customer,42,Personal Travel,Eco,602,2,4,2,2,4,2,4,4,3,2,1,4,2,4,7,1,0,0
4525,15806249,Kerr,671,Spain,Female,31,4,0,2,0,1,79270.02,122212,Female,disloyal Customer,25,Business travel,Business,541,5,4,5,1,4,5,4,4,3,3,5,4,4,4,0,0,0,1
4526,15743293,Waters,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,11252,Female,Loyal Customer,20,Personal Travel,Eco,429,2,3,2,2,4,2,4,4,1,5,5,1,5,4,22,18,1,0
4527,15598157,Onyeorulu,728,France,Male,34,4,106328.08,1,1,0,88680.65,79388,Female,Loyal Customer,34,Business travel,Business,502,5,5,5,5,5,5,4,3,3,4,3,5,3,5,36,12,0,1
4528,15700946,Kolesnikova,574,France,Female,34,7,152992.91,1,1,1,134691.2,43223,Female,Loyal Customer,43,Personal Travel,Eco,423,1,3,1,4,5,5,1,4,4,1,4,5,4,5,0,6,0,0
4529,15722692,Kazakova,464,France,Male,38,3,116439.65,1,1,0,75574.48,110548,Female,Loyal Customer,60,Business travel,Business,2005,3,2,3,3,5,4,5,4,4,4,4,3,4,3,0,0,0,1
4530,15696506,MacDonald,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,33676,Male,disloyal Customer,21,Business travel,Eco,759,2,2,2,5,3,2,3,3,3,2,4,4,4,3,0,0,0,0
4531,15728823,Sharwood,836,Spain,Female,37,10,0,2,1,0,111324.41,62150,Male,Loyal Customer,42,Business travel,Eco,2454,2,4,2,4,2,2,2,2,3,3,1,2,3,2,0,0,0,0
4532,15808851,Bufkin,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,24679,Male,Loyal Customer,30,Business travel,Business,2586,4,4,4,4,4,4,4,4,1,3,1,3,2,4,0,2,0,1
4533,15675231,Nwankwo,518,France,Female,45,8,0,2,1,1,36193.07,78824,Male,Loyal Customer,54,Personal Travel,Eco,447,3,5,3,1,4,3,4,4,2,2,1,2,5,4,0,0,0,0
4534,15732299,Boniwell,756,France,Male,67,4,0,3,1,1,93081.87,35891,Female,Loyal Customer,17,Personal Travel,Eco,1068,1,4,1,1,4,1,4,4,3,4,3,2,1,4,0,0,0,0
4535,15706269,Willis,489,France,Female,47,8,103894.38,2,1,1,107625.46,83800,Male,Loyal Customer,59,Business travel,Business,2148,1,1,1,1,3,5,4,4,4,4,4,3,4,4,3,0,0,1
4536,15590078,Burns,622,Spain,Male,27,9,139834.93,1,1,1,152733.89,68762,Female,Loyal Customer,21,Business travel,Business,3340,4,4,4,4,4,4,4,4,5,4,4,3,5,4,0,0,0,1
4537,15776985,Kung,652,France,Female,36,6,112518.71,2,0,1,110421.31,93483,Male,Loyal Customer,44,Business travel,Business,3752,2,2,4,2,3,4,4,4,4,4,4,5,4,4,0,0,0,1
4538,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25,46308,Female,Loyal Customer,50,Business travel,Eco,1069,4,2,3,2,2,4,4,4,4,4,4,1,4,1,0,0,0,1
4539,15782364,Bevan,521,Spain,Female,39,3,146408.68,1,0,0,72993.67,108381,Female,Loyal Customer,61,Personal Travel,Eco,1844,2,4,2,2,3,5,5,2,2,2,2,3,2,3,4,0,0,0
4540,15604093,Neitenstein,546,France,Male,34,4,165363.31,2,1,1,25744.13,38387,Male,Loyal Customer,59,Personal Travel,Eco Plus,1133,2,4,2,3,5,2,4,5,3,3,5,4,5,5,6,0,1,0
4541,15749328,Johnson,697,France,Female,45,1,0,2,1,0,46807.62,27812,Female,disloyal Customer,27,Business travel,Eco,877,4,4,4,4,4,4,4,4,3,5,3,3,4,4,0,0,1,0
4542,15656322,Sandover,571,Germany,Male,33,3,71843.15,1,1,0,26772.04,122054,Female,disloyal Customer,18,Business travel,Eco,130,1,2,1,4,4,1,3,4,1,3,3,4,3,4,34,44,0,0
4543,15685564,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,98621,Male,Loyal Customer,38,Business travel,Business,834,4,1,1,1,1,4,4,4,4,3,4,2,4,1,0,24,0,0
4544,15785831,Sinclair,591,France,Male,35,7,183027.25,1,1,1,56028.79,122765,Male,Loyal Customer,13,Personal Travel,Eco Plus,651,3,1,3,2,5,3,5,5,3,1,1,4,2,5,14,10,0,0
4545,15796218,Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,9852,Male,Loyal Customer,25,Business travel,Business,3327,2,4,4,4,2,2,2,2,4,4,3,2,4,2,12,24,0,0
4546,15716218,Higgins,709,France,Female,45,3,104118.5,1,0,1,174032,11933,Male,disloyal Customer,16,Business travel,Eco,781,3,3,3,5,3,3,3,3,5,2,5,3,4,3,4,3,0,0
4547,15572735,Chang,433,Spain,Male,27,2,0,2,1,1,153698.65,122552,Female,Loyal Customer,72,Business travel,Business,500,2,3,3,3,3,4,4,2,2,2,2,1,2,2,0,0,0,0
4548,15633840,Henderson,781,France,Male,20,0,125023.1,2,1,1,108301.45,100397,Female,Loyal Customer,48,Personal Travel,Eco,1034,2,5,2,5,5,1,4,1,1,2,1,1,1,4,0,19,0,0
4549,15608760,Cox,656,France,Female,30,4,74323.2,1,1,1,22929.08,44764,Male,Loyal Customer,48,Business travel,Business,1250,1,1,1,1,3,5,1,4,4,5,4,5,4,1,51,57,0,1
4550,15627848,Tsui,683,France,Male,38,7,109346.13,2,1,0,102665.92,62429,Female,Loyal Customer,18,Business travel,Business,1670,3,3,3,3,5,5,5,5,4,5,4,1,3,5,0,0,0,1
4551,15792029,Lee,620,France,Male,32,6,0,2,1,0,56139.09,34055,Male,Loyal Customer,26,Business travel,Eco,1674,4,3,3,3,5,4,4,4,3,4,4,4,5,4,332,321,0,1
4552,15617331,Sergeyeva,637,Germany,Female,39,3,109698.41,1,1,1,88391.29,121838,Male,disloyal Customer,26,Business travel,Business,449,2,0,2,4,1,2,1,1,4,4,4,3,5,1,1,0,1,0
4553,15651740,Napolitani,525,Spain,Female,30,5,0,2,0,1,149195.44,39407,Female,Loyal Customer,65,Personal Travel,Eco,546,4,4,4,4,5,3,1,2,2,4,2,3,2,3,0,0,0,0
4554,15636407,Beatham,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,50792,Female,Loyal Customer,63,Personal Travel,Eco,86,2,4,0,2,2,5,4,5,5,0,3,4,5,5,0,0,0,0
4555,15607526,Lu,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,87190,Male,disloyal Customer,9,Business travel,Business,946,5,0,5,3,4,0,4,4,3,4,5,4,4,4,3,0,1,1
4556,15632576,Yashina,520,France,Male,31,4,93249.4,1,1,0,77335.75,79992,Female,Loyal Customer,8,Personal Travel,Eco,1076,2,4,2,4,4,2,4,4,5,3,4,5,5,4,47,27,0,0
4557,15581505,Bales,641,France,Male,35,5,0,2,1,0,93148.93,60628,Male,Loyal Customer,51,Business travel,Business,1620,1,4,4,4,2,2,3,1,1,1,1,4,1,4,0,0,0,0
4558,15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,84111,Female,Loyal Customer,30,Business travel,Business,1900,1,1,1,1,4,4,4,4,5,5,4,4,4,4,8,3,1,1
4559,15707242,Ibeamaka,504,Spain,Male,40,5,0,2,0,0,146703.36,43898,Female,disloyal Customer,26,Business travel,Eco,114,3,4,3,3,3,3,3,3,3,2,4,4,4,3,0,0,0,0
4560,15721937,Romilly,686,France,Male,38,0,138131.34,1,0,1,115927.85,102046,Male,Loyal Customer,57,Business travel,Business,2757,3,4,4,4,5,3,4,3,3,3,3,4,3,4,5,0,0,0
4561,15773852,Hayes,533,Germany,Male,38,4,70362.52,2,1,1,104189.46,3957,Male,Loyal Customer,44,Business travel,Business,3288,3,3,3,3,5,5,5,4,4,4,4,1,4,4,0,0,0,1
4562,15719778,Chiu,577,France,Female,32,1,0,2,1,0,9902.39,118310,Female,disloyal Customer,18,Business travel,Eco,639,1,0,1,4,2,1,2,2,4,3,4,2,4,2,4,14,0,0
4563,15650538,Sun,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,29899,Female,disloyal Customer,40,Business travel,Business,183,2,2,2,2,4,2,3,4,4,4,1,3,2,4,0,0,1,0
4564,15797475,Brennan,720,France,Male,44,3,86102.27,1,1,0,180134.88,15889,Female,Loyal Customer,30,Personal Travel,Eco,332,1,5,1,4,2,1,2,2,3,2,5,5,4,2,0,0,1,0
4565,15780359,Storey,643,Germany,Male,25,4,115142.9,1,1,1,148098.95,79923,Male,Loyal Customer,54,Business travel,Business,1096,4,4,3,4,5,5,4,4,4,4,4,5,4,5,0,12,0,1
4566,15737104,Lawson,652,Germany,Female,47,0,126597.89,2,1,1,38798.79,108998,Female,Loyal Customer,41,Business travel,Business,3715,3,3,3,3,2,4,5,5,5,5,5,4,5,3,36,32,1,1
4567,15789936,T'ao,663,France,Female,33,2,0,2,1,0,153295,54266,Male,Loyal Customer,19,Personal Travel,Eco,1222,3,3,3,3,1,3,1,1,4,3,4,1,4,1,5,0,0,0
4568,15709523,Yao,525,Germany,Female,30,0,157989.21,2,1,1,100687.67,18374,Female,Loyal Customer,19,Personal Travel,Eco,169,4,4,4,4,3,4,3,3,4,3,5,5,5,3,0,0,0,0
4569,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,21544,Female,Loyal Customer,55,Personal Travel,Eco,164,3,4,3,4,3,4,4,4,4,3,4,1,4,3,0,0,1,0
4570,15776725,Kerr,724,Germany,Male,54,8,172192.49,1,1,1,136902.01,94420,Male,Loyal Customer,53,Business travel,Business,239,4,4,4,4,3,4,5,5,5,5,5,4,5,4,0,0,0,1
4571,15604706,Blake,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,108130,Male,Loyal Customer,60,Business travel,Business,2273,3,3,3,3,1,4,4,3,3,3,3,3,3,2,22,25,1,0
4572,15790958,Sanders,685,Spain,Male,38,4,0,2,1,1,35884.91,37087,Male,disloyal Customer,34,Business travel,Business,1046,1,1,1,2,2,1,2,2,4,2,5,4,5,2,0,0,0,0
4573,15747534,Torkelson,595,France,Male,46,10,0,1,1,0,73489.15,46309,Male,disloyal Customer,36,Business travel,Eco,669,3,3,3,2,1,3,1,1,4,3,5,5,5,1,0,0,1,0
4574,15574237,Hsueh,588,France,Female,21,8,0,2,1,1,110114.19,57577,Male,Loyal Customer,38,Business travel,Eco,1597,1,5,5,5,1,2,1,1,2,2,2,4,3,1,0,0,0,0
4575,15690332,Wang,647,Germany,Male,35,3,192407.97,1,1,1,40145.28,64220,Male,Loyal Customer,46,Business travel,Business,1660,3,3,3,3,3,3,5,5,5,5,5,5,5,4,0,0,0,1
4576,15661290,Hightower,785,Germany,Female,38,9,107199.75,1,0,0,146398.51,60801,Female,disloyal Customer,27,Business travel,Eco,472,3,2,3,3,1,3,1,1,3,5,3,2,4,1,19,51,0,0
4577,15651883,Genovesi,794,Germany,Female,55,6,115796.7,1,1,0,160526.36,62802,Female,Loyal Customer,57,Personal Travel,Eco,2504,3,4,3,2,5,3,5,3,3,3,3,4,3,4,0,0,1,0
4578,15808905,Levan,823,France,Male,37,5,164858.18,1,1,1,173516.71,36739,Female,Loyal Customer,60,Business travel,Eco,1754,2,4,4,4,1,2,3,2,2,2,2,1,2,4,0,0,0,0
4579,15715532,Lai,687,Germany,Male,38,4,117633.28,1,0,1,88396.6,90834,Female,Loyal Customer,31,Business travel,Eco,271,4,4,2,4,4,4,4,4,4,3,3,1,2,4,100,91,0,0
4580,15786078,Loginov,850,France,Female,28,9,0,2,1,0,185821.41,76805,Male,Loyal Customer,34,Personal Travel,Eco,689,3,4,3,3,2,3,2,2,1,5,2,1,2,2,5,0,0,0
4581,15652401,Lafleur,496,France,Female,36,7,0,2,0,0,108098.28,36887,Female,Loyal Customer,27,Personal Travel,Eco,1182,3,1,3,4,3,3,3,3,3,1,2,2,4,3,0,0,0,0
4582,15673074,Obidimkpa,527,Germany,Female,30,6,126663.51,1,1,1,162267.91,21093,Female,Loyal Customer,44,Business travel,Business,214,4,5,5,5,1,4,0,4,4,3,3,0,1,0,200,233,0,0
4583,15598744,Ch'ang,576,Germany,Female,71,6,140273.47,1,1,1,193135.25,119330,Male,Loyal Customer,48,Personal Travel,Eco,214,3,5,3,3,1,3,1,1,3,2,5,5,4,1,7,0,1,0
4584,15785975,Mason,525,Spain,Female,60,7,0,2,0,1,168034.9,1052,Female,Loyal Customer,68,Personal Travel,Eco,134,5,4,5,2,4,5,5,5,5,5,5,5,5,4,0,0,0,1
4585,15613180,Miranda,727,Germany,Male,21,8,153344.72,1,1,1,163295.87,128364,Male,Loyal Customer,49,Business travel,Business,646,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0,0,1
4586,15584229,Simon,671,Germany,Female,23,9,123943.18,1,1,1,159553.27,123540,Female,Loyal Customer,51,Business travel,Business,1773,5,2,5,5,2,3,5,4,4,3,4,5,4,5,4,8,0,1
4587,15773804,Golubeva,625,France,Male,39,5,0,1,1,0,99800.87,85306,Male,Loyal Customer,50,Personal Travel,Eco,731,3,2,3,2,1,3,1,1,3,3,3,3,2,1,0,0,0,0
4588,15699515,Manfrin,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,40917,Female,Loyal Customer,16,Personal Travel,Eco,532,3,5,3,4,2,3,2,2,3,5,4,5,5,2,0,0,0,0
4589,15705313,Stange,707,France,Female,33,2,58036.33,1,1,1,83335.78,51875,Female,Loyal Customer,22,Business travel,Eco,771,0,4,0,3,3,0,3,3,5,3,5,4,4,3,0,2,0,1
4590,15693817,Ferrari,539,Spain,Male,28,5,0,2,1,0,48382.4,87312,Female,disloyal Customer,27,Business travel,Business,577,5,5,5,2,2,5,2,2,5,5,4,3,4,2,2,0,0,1
4591,15673790,Taylor,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,129279,Male,Loyal Customer,66,Personal Travel,Eco Plus,2402,3,5,3,4,5,3,5,5,3,4,4,3,4,5,0,0,0,0
4592,15674868,Wei,696,Spain,Female,30,0,0,2,1,1,9002.8,95607,Female,Loyal Customer,23,Business travel,Eco,670,4,1,1,1,4,3,2,4,3,1,1,1,2,4,15,20,0,0
