Sno,Feature1,Dog Name,Feature2,Feature3,Feature4,Feature5,Feature6,Money,Count,Debt,IsActiveMember,EstimatedSalary,id,Gender2,Customer Type,Age2,Type of Travel,Class,Distance,Rating0,Rating1,Rating2,Rating3,Rating4,Rating5,Rating6,Rating7,Rating8,Rating9,Rating10,Rating11,Rating12,Rating13,Departure Delay in Minutes,Arrival Delay in Minutes
908,15776518,Pugh,579,France,Female,38,4,175739.36,1,1,1,193130.55,44257,Female,Loyal Customer,33,Personal Travel,Eco,359,3,4,3,4,3,1,1,5,4,4,4,1,3,1,245,228
909,15611247,McKenzie,481,France,Female,28,10,0,2,1,0,145215.96,98086,Male,Loyal Customer,25,Business travel,Business,2444,1,4,4,4,1,1,1,1,3,4,4,4,3,1,0,0
910,15721469,Mach,492,Germany,Male,45,9,170295.04,2,0,0,164741.81,64382,Male,Loyal Customer,47,Personal Travel,Eco,1158,2,4,2,1,5,2,5,5,2,3,3,4,2,5,0,10
911,15773338,Endrizzi,739,France,Male,58,2,101579.28,1,1,1,72168.53,120057,Female,Loyal Customer,20,Personal Travel,Eco,237,1,5,0,2,1,0,4,1,5,2,4,4,5,1,0,0
912,15784042,L?,624,France,Male,55,7,118793.6,1,1,1,95022.02,73224,Female,Loyal Customer,55,Business travel,Eco,946,3,1,1,1,5,3,4,3,3,3,3,2,3,4,0,0
913,15776229,MacPherson,682,France,Male,44,3,115282.3,1,0,0,23766.4,55437,Male,Loyal Customer,53,Business travel,Business,2136,1,1,1,1,5,5,5,4,4,4,4,4,4,5,14,0
914,15655903,Michael,701,Spain,Female,34,6,107980.37,1,1,1,119374.74,83781,Female,disloyal Customer,38,Business travel,Business,425,5,0,0,1,2,0,2,2,4,5,4,5,5,2,0,0
915,15590177,Chiedozie,718,France,Female,44,1,133866.22,1,0,1,139049.24,124668,Male,Loyal Customer,52,Business travel,Business,2617,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0,3
916,15568876,Hughes,496,France,Female,34,1,102723.35,2,1,0,180844.81,87710,Female,Loyal Customer,11,Personal Travel,Eco,606,2,5,2,4,4,2,4,4,4,3,1,3,5,4,8,12
917,15813140,Taylor,543,Spain,Male,41,5,0,2,0,1,143980.29,76678,Female,Loyal Customer,19,Personal Travel,Eco,534,4,4,4,3,3,4,3,3,3,2,5,5,4,3,0,2
918,15770516,Evdokimov,616,Spain,Female,44,7,193213.02,2,1,1,137392.77,68950,Male,Loyal Customer,60,Business travel,Business,3004,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,0
919,15755731,Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,111010,Male,Loyal Customer,57,Business travel,Business,319,5,5,5,5,2,5,5,5,5,5,5,3,5,4,6,38
920,15574480,Ubanwa,652,Spain,Male,31,1,132862.59,1,0,0,158054.49,79039,Female,Loyal Customer,50,Business travel,Business,3654,2,4,4,4,1,3,3,2,2,2,2,1,2,3,0,0
921,15798084,Murray,688,France,Male,26,0,0,2,1,0,105784.85,28629,Female,disloyal Customer,28,Business travel,Eco,2409,3,3,3,5,4,3,3,4,5,1,4,5,1,4,0,0
922,15673020,Smith,678,France,Female,49,3,204510.94,1,0,1,738.88,20529,Female,Loyal Customer,42,Business travel,Eco,633,4,1,1,1,4,5,3,4,4,4,4,3,4,4,10,0
923,15643575,Evseev,757,Germany,Male,36,1,65349.71,1,0,0,64539.64,94007,Female,Loyal Customer,48,Business travel,Business,2115,0,4,0,4,4,4,4,3,3,4,4,5,3,5,6,0
924,15596811,Mitchell,667,France,Male,36,8,139753.35,1,1,0,79871.16,122251,Female,disloyal Customer,36,Business travel,Eco,144,2,1,2,3,5,2,5,5,1,1,3,1,4,5,0,0
925,15786789,Ni,725,France,Female,29,6,0,2,1,1,190776.83,128915,Male,Loyal Customer,43,Business travel,Business,2248,4,2,4,4,2,3,5,5,5,5,5,3,5,3,0,12
926,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34,29073,Female,Loyal Customer,61,Personal Travel,Eco,697,2,3,2,4,2,3,4,1,1,2,1,3,1,2,0,0
927,15605672,Yuan,694,France,Female,38,5,195926.39,1,1,1,85522.84,35097,Female,Loyal Customer,20,Business travel,Business,3524,4,4,3,4,4,4,4,4,4,3,1,3,5,4,0,5
928,15603674,Knight,803,France,Male,36,1,0,2,1,1,149370.93,41559,Female,Loyal Customer,23,Business travel,Business,1464,1,5,1,1,5,5,5,5,3,2,2,1,4,5,0,0
929,15759915,Rapuokwu,814,France,Female,31,6,87772.52,1,1,0,188516.45,81166,Male,Loyal Customer,41,Business travel,Business,3673,2,4,4,4,1,4,4,3,3,3,2,4,3,4,0,0
930,15686219,Wan,611,France,Male,38,4,71018.6,2,1,0,2444.29,98634,Male,Loyal Customer,31,Business travel,Business,873,2,1,1,1,2,2,2,2,1,3,3,2,4,2,0,6
931,15696388,Artamonova,755,Germany,Male,38,4,111096.91,1,1,1,19762.88,55655,Female,Loyal Customer,42,Business travel,Business,315,3,3,5,3,4,4,4,4,4,5,4,3,4,5,0,0
932,15713604,Rossi,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,77195,Female,Loyal Customer,51,Personal Travel,Eco,290,1,4,1,1,2,5,4,1,1,1,4,5,1,3,4,0
933,15647800,Greco,850,France,Female,34,6,101266.51,1,1,0,33501.98,69510,Female,Loyal Customer,23,Personal Travel,Eco,1746,1,4,0,3,3,0,3,3,1,1,2,2,3,3,2,0
934,15813451,Fleetwood-Smith,677,Spain,Male,18,8,134796.87,2,1,1,114858.9,57213,Female,disloyal Customer,25,Business travel,Business,1514,4,0,4,5,2,4,2,2,3,3,4,3,4,2,0,0
935,15765375,Butusov,797,France,Female,46,8,0,1,0,0,162668.33,76508,Female,Loyal Customer,25,Business travel,Business,516,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,0
936,15774586,West,692,Germany,Female,43,10,118588.83,1,1,1,161241.65,341,Female,Loyal Customer,35,Personal Travel,Eco,821,1,5,1,3,3,1,2,3,4,4,5,3,4,3,0,6
937,15603454,Sanders,735,Germany,Male,28,5,160454.15,2,0,1,114957.22,72037,Female,Loyal Customer,11,Personal Travel,Eco,3784,4,5,4,3,4,3,3,3,5,3,5,3,4,3,0,10
938,15653037,Parks,609,France,Male,77,1,0,1,0,1,18708.76,33861,Male,Loyal Customer,18,Personal Travel,Eco,1562,1,5,0,3,4,0,4,4,5,5,2,3,2,4,49,39
939,15782475,Edith,700,France,Female,42,8,0,2,1,1,105305.72,102371,Male,Loyal Customer,47,Business travel,Eco,223,5,2,2,2,5,5,5,5,1,5,5,1,3,5,0,0
940,15593496,Korovin,526,Spain,Female,36,5,91132.18,1,0,0,58111.71,21962,Female,disloyal Customer,56,Business travel,Eco,448,2,0,2,3,1,2,1,1,4,4,5,5,3,1,0,1
941,15808971,Lajoie,693,Spain,Female,57,9,0,2,1,1,135502.77,11256,Male,Loyal Customer,7,Personal Travel,Eco,247,2,1,2,3,4,2,4,4,4,1,3,4,3,4,0,0
942,15791972,Bergamaschi,748,France,Female,20,7,0,2,0,0,10792.42,16569,Female,Loyal Customer,60,Business travel,Eco,1092,2,3,3,3,2,3,3,2,2,2,2,3,2,4,16,
943,15676869,T'ien,657,Spain,Male,36,8,0,2,0,1,123866.43,29372,Female,Loyal Customer,60,Business travel,Eco,2404,5,2,1,1,5,5,5,3,3,3,1,5,2,5,0,56
944,15683007,Torode,739,Germany,Female,25,5,113113.12,1,1,0,129181.27,70072,Female,Loyal Customer,56,Business travel,Business,550,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,0
945,15659495,Fu,784,Spain,Male,23,2,0,1,1,1,6847.73,39519,Male,Loyal Customer,10,Personal Travel,Eco,852,5,4,5,1,2,5,2,2,3,3,4,3,4,2,0,0
946,15703923,Cameron,744,Germany,Male,41,7,190409.34,2,1,1,138361.48,29383,Female,Loyal Customer,33,Business travel,Business,2676,1,1,3,3,2,1,1,2,1,4,4,1,2,1,9,16
947,15674000,Cattaneo,645,France,Male,44,10,0,2,0,1,166707.22,18294,Female,Loyal Customer,47,Personal Travel,Eco,640,2,5,2,4,5,4,4,1,1,2,1,3,1,5,0,0
948,15618171,James,669,France,Female,33,9,0,2,0,1,107221.03,102973,Female,Loyal Customer,34,Personal Travel,Business,460,3,4,3,3,2,4,5,4,4,3,4,5,4,3,37,35
949,15732202,Abramovich,615,France,Male,34,1,83503.11,2,1,1,73124.53,91158,Male,Loyal Customer,45,Personal Travel,Eco,270,1,4,1,4,4,1,4,4,4,3,4,4,4,4,0,0
950,15735078,Onwughara,724,Germany,Female,53,1,139687.66,2,1,1,12913.92,99683,Female,Loyal Customer,49,Business travel,Business,442,3,3,3,3,3,5,4,4,4,4,4,5,4,3,7,11
951,15798615,Wan,850,France,Female,47,9,137301.87,1,1,0,44351.77,113455,Male,Loyal Customer,52,Business travel,Business,223,4,4,4,4,5,4,4,4,4,4,5,5,4,4,19,3
952,15638494,Salinas,625,Germany,Female,39,10,129845.26,1,1,1,96444.88,113590,Male,disloyal Customer,37,Business travel,Eco,407,2,0,2,3,4,2,2,4,4,5,4,3,4,4,0,0
953,15763874,Ho,635,Spain,Male,46,8,0,2,1,1,60739.16,40545,Male,Loyal Customer,45,Business travel,Eco,391,4,2,2,2,4,4,4,4,3,2,2,5,1,4,1,14
954,15696355,Cleveland,724,Germany,Male,37,6,125489.4,1,1,0,118570.53,95067,Male,Loyal Customer,56,Personal Travel,Eco,323,2,2,2,4,4,2,4,4,3,2,3,2,4,4,40,34
955,15655952,Burke,550,France,Male,47,2,0,2,1,1,97057.28,125330,Female,disloyal Customer,44,Business travel,Business,599,1,1,1,5,4,1,4,4,3,2,5,5,4,4,0,0
956,15739850,Trentino,645,France,Male,45,6,155417.61,1,0,1,3449.22,93308,Male,Loyal Customer,34,Business travel,Business,1733,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0
957,15611338,Kashiwagi,714,Spain,Male,29,4,0,2,1,1,37605.9,115800,Female,disloyal Customer,23,Business travel,Eco,371,1,0,1,5,5,1,5,5,1,4,4,4,1,5,0,0
958,15707861,Nucci,520,France,Female,46,10,85216.61,1,1,0,117369.52,69178,Male,Loyal Customer,69,Personal Travel,Eco,187,3,4,3,3,5,3,4,5,5,2,5,3,4,5,5,23
959,15672237,Oluchi,633,France,Male,25,1,0,1,1,0,100598.98,123057,Male,Loyal Customer,42,Business travel,Eco,600,2,3,3,3,2,2,2,2,3,1,3,4,3,2,0,0
960,15657771,Ts'ui,537,France,Male,37,6,0,1,1,1,17802.42,35593,Male,Loyal Customer,77,Business travel,Eco Plus,1028,3,5,1,1,3,3,3,3,2,5,3,4,3,3,29,44
961,15677783,Graham,764,Spain,Male,38,4,113607.47,1,1,0,91094.46,79087,Female,Loyal Customer,60,Personal Travel,Eco,356,4,5,4,4,4,4,4,2,2,4,2,4,2,5,0,0
962,15681026,Lucciano,795,Germany,Female,33,9,104552.72,1,1,1,120853.83,108057,Female,Loyal Customer,52,Personal Travel,Eco,591,3,5,2,3,4,5,5,2,2,2,2,4,2,5,23,40
963,15566543,Aldridge,573,Spain,Male,44,9,0,2,1,0,107124.17,19321,Male,Loyal Customer,23,Business travel,Business,1556,1,1,1,1,5,5,5,3,2,3,3,5,4,5,167,174
964,15594612,Flynn,702,Spain,Male,44,9,0,1,0,0,59207.41,23060,Male,disloyal Customer,28,Business travel,Eco,820,4,5,5,4,4,5,4,4,4,5,4,4,4,4,0,0
965,15814664,Scott,740,Germany,Male,33,2,126524.11,1,1,0,136869.31,115305,Female,Loyal Customer,45,Business travel,Business,308,4,2,2,2,5,3,3,4,4,4,4,1,4,3,34,25
966,15642785,Douglas,479,France,Male,34,5,117593.48,2,0,0,113308.29,117272,Male,Loyal Customer,63,Personal Travel,Eco,370,2,2,2,4,1,2,1,1,3,4,4,4,3,1,12,8
967,15690164,Shao,627,Germany,Female,33,4,83199.05,1,0,0,159334.93,103067,Female,Loyal Customer,35,Business travel,Eco,460,5,2,2,2,5,5,5,5,4,2,1,2,5,5,0,0
968,15590213,Ch'en,479,Spain,Male,35,4,125920.98,1,1,1,20393.44,109380,Female,Loyal Customer,34,Business travel,Eco,1046,3,5,5,5,3,3,3,3,4,1,4,1,4,3,0,0
969,15603794,Pugliesi,623,France,Male,48,5,118469.38,1,1,1,158590.25,2956,Female,disloyal Customer,27,Business travel,Business,835,2,2,2,2,2,2,2,2,3,4,5,5,5,2,15,11
970,15733491,McGregor,512,Germany,Female,40,8,153537.57,2,0,0,23101.13,60119,Male,disloyal Customer,37,Business travel,Business,1050,1,1,1,2,3,1,3,3,5,5,5,3,5,3,0,0
971,15806360,Hou,609,France,Male,41,6,0,1,0,1,112585.19,72934,Male,Loyal Customer,46,Business travel,Business,3033,4,4,4,4,4,4,4,3,2,5,5,4,5,4,243,244
972,15587133,Thompson,518,France,Male,42,7,151027.05,2,1,0,119377.36,72790,Male,Loyal Customer,72,Business travel,Business,645,1,1,1,1,5,1,2,3,3,3,3,4,3,3,0,0
973,15721377,Chou,833,France,Female,34,3,144751.81,1,0,0,166472.81,54607,Male,Loyal Customer,28,Business travel,Business,1663,1,1,1,1,4,4,4,4,5,3,1,3,3,4,0,24
974,15747927,Ch'in,758,France,Male,26,4,155739.76,1,1,0,171552.02,45047,Female,Loyal Customer,53,Business travel,Eco,323,5,3,1,1,5,4,1,5,5,5,5,1,5,4,24,53
975,15806455,Miller,611,France,Male,27,7,0,2,1,1,157474.1,67513,Female,disloyal Customer,28,Business travel,Business,1171,2,2,2,3,4,2,5,4,4,2,5,4,4,4,1,4
976,15695474,Barker,583,France,Male,33,7,122531.86,1,1,0,13549.24,95009,Female,Loyal Customer,26,Personal Travel,Eco,248,3,4,3,3,2,3,3,2,4,3,5,3,5,2,15,11
977,15666295,Smith,610,Germany,Male,50,1,113957.01,2,1,0,196526.55,107489,Female,disloyal Customer,24,Business travel,Business,711,2,4,2,4,5,2,5,5,3,4,3,1,3,5,0,0
978,15656062,Azikiwe,637,France,Female,33,7,103377.81,1,1,0,84419.78,43323,Female,Loyal Customer,37,Business travel,Business,463,1,1,1,1,2,1,4,2,2,2,2,4,2,5,0,0
979,15579969,Mancini,683,France,Female,32,9,0,2,1,1,24991.92,122537,Male,disloyal Customer,37,Business travel,Business,500,1,2,2,1,5,2,5,5,5,3,5,5,4,5,4,16
980,15703563,P'eng,774,France,Male,40,9,93017.47,2,1,0,191608.97,90073,Female,disloyal Customer,22,Business travel,Eco,1127,5,5,5,4,4,5,3,4,5,2,5,5,4,4,0,0
981,15692664,Diribe,677,France,Female,58,1,90022.85,1,0,1,2988.28,42888,Male,Loyal Customer,36,Business travel,Eco,200,4,5,5,5,4,4,4,4,2,3,4,5,5,4,0,0
982,15719276,T'ao,741,Spain,Male,35,6,74371.49,1,0,0,99595.67,109107,Male,Loyal Customer,24,Business travel,Business,781,3,3,3,3,5,5,5,5,5,5,5,4,5,5,14,4
983,15672754,Burbidge,498,Germany,Male,42,3,152039.7,1,1,1,53445.17,92311,Male,disloyal Customer,22,Business travel,Eco,1319,3,3,3,4,3,3,3,3,3,3,5,3,4,3,4,0
984,15768163,Griffin,655,Germany,Female,46,7,137145.12,1,1,0,115146.4,80580,Female,Loyal Customer,61,Personal Travel,Eco,1747,4,0,4,1,5,5,5,2,2,4,2,3,2,4,0,0
985,15656710,Cocci,613,France,Male,40,4,0,1,0,0,151325.24,1483,Male,Loyal Customer,43,Business travel,Business,737,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0
986,15696175,Echezonachukwu,602,Germany,Male,35,7,90602.42,2,1,1,51695.41,100443,Female,Loyal Customer,46,Business travel,Business,1180,3,2,3,3,3,4,5,4,4,4,4,5,4,4,21,0
987,15586914,Nepean,659,France,Male,36,6,123841.49,2,1,0,96833,65919,Male,Loyal Customer,79,Business travel,Business,3626,2,2,2,2,4,5,1,5,5,5,5,2,5,2,0,1
988,15581736,Bartlett,673,Germany,Male,47,1,183579.54,2,0,1,34047.54,86474,Male,disloyal Customer,22,Business travel,Eco,762,5,5,5,4,1,5,1,1,5,3,2,4,1,1,0,0
989,15588839,Mancini,606,Spain,Male,30,8,180307.73,2,1,1,1914.41,64097,Female,Loyal Customer,41,Personal Travel,Eco,921,2,5,2,5,5,2,5,5,5,4,5,3,4,5,0,0
990,15589329,Pirozzi,775,France,Male,30,4,0,2,1,0,49337.84,106049,Female,Loyal Customer,12,Personal Travel,Eco,452,3,4,3,5,2,3,2,2,5,4,4,3,4,2,0,0
991,15605622,McMillan,841,Spain,Male,28,4,0,2,1,1,179436.6,72065,Female,Loyal Customer,23,Business travel,Business,2486,5,2,5,5,4,4,4,4,4,4,4,3,4,4,1,0
992,15798964,Nkemakonam,714,Germany,Male,33,3,35016.6,1,1,0,53667.08,45190,Male,disloyal Customer,29,Business travel,Eco,1443,2,2,2,3,2,1,1,3,1,5,3,1,3,1,187,186
993,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,91795,Male,Loyal Customer,19,Personal Travel,Eco,588,2,3,2,3,1,2,1,1,3,2,4,4,4,1,3,1
994,15657105,Chukwualuka,726,Spain,Male,36,2,0,1,1,0,195192.4,76809,Female,Loyal Customer,27,Personal Travel,Eco,689,2,5,2,2,2,2,2,2,4,5,4,3,4,2,111,110
995,15569266,Rahman,644,France,Male,28,7,155060.41,1,1,0,29179.52,42415,Male,Loyal Customer,35,Business travel,Eco Plus,329,5,4,4,4,5,5,5,5,4,4,5,4,1,5,0,0
996,15719294,Wood,800,France,Female,29,2,0,2,0,0,167773.55,68459,Female,Loyal Customer,56,Business travel,Business,1067,1,1,2,1,5,5,4,5,5,4,5,5,5,5,1,16
997,15606229,Obijiaku,771,France,Male,39,5,0,2,1,0,96270.64,124365,Male,Loyal Customer,50,Business travel,Business,3599,3,3,3,3,4,5,4,5,5,5,5,5,5,4,12,24
998,15569892,Johnstone,516,France,Male,35,10,57369.61,1,1,1,101699.77,22044,Male,Loyal Customer,38,Business travel,Business,3873,5,5,5,5,5,5,5,4,4,4,4,3,4,5,0,0
999,15584532,Liu,709,France,Female,36,7,0,1,0,1,42085.58,14057,Female,Loyal Customer,39,Business travel,Business,319,4,4,4,4,5,4,4,4,4,4,4,3,4,2,0,0
1000,15682355,Sabbatini,772,Germany,Male,42,3,75075.31,2,1,0,92888.52,113848,Male,Loyal Customer,52,Business travel,Business,1363,5,5,5,5,2,5,5,4,4,3,4,5,4,5,1,11
1001,15628319,Walker,792,France,Female,28,4,130142.79,1,1,0,38190.78,1865,Female,Loyal Customer,41,Business travel,Business,3938,4,4,4,4,2,4,5,5,5,4,5,5,5,4,0,0
1002,15810910,Royston,702,Spain,Female,38,9,0,2,1,1,158527.45,20462,Female,disloyal Customer,35,Business travel,Eco,84,4,1,4,2,5,4,5,5,3,4,2,1,2,5,0,0
1003,15723217,Cremonesi,616,France,Male,37,9,0,1,1,0,111312.96,40981,Female,Loyal Customer,37,Business travel,Business,3137,1,2,1,1,2,2,2,5,5,5,5,5,5,5,0,0
1004,15733111,Yeh,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,40887,Female,Loyal Customer,47,Personal Travel,Eco,584,2,5,2,3,2,4,5,1,1,2,1,4,1,3,0,0
1005,15610727,Ch'in,605,France,Male,36,7,128829.25,1,1,0,190588.59,60011,Male,Loyal Customer,68,Personal Travel,Eco,1085,3,4,2,3,4,2,4,4,3,5,4,3,5,4,37,25
1006,15792720,Martinez,676,France,Male,33,6,171490.78,1,0,0,79099.64,126978,Female,Loyal Customer,48,Business travel,Business,1866,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0
1007,15723153,Wearing,708,Spain,Male,33,3,0,2,1,0,138613.21,29447,Male,Loyal Customer,40,Business travel,Business,1849,3,3,3,3,3,1,2,5,5,5,5,1,5,3,0,0
1008,15802823,Maclean,745,Spain,Female,38,7,0,2,1,1,194230.82,129319,Female,Loyal Customer,52,Business travel,Business,2586,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0
1009,15756118,T'ao,661,Spain,Male,20,8,0,1,1,0,110252.53,108185,Female,Loyal Customer,7,Personal Travel,Eco,849,2,5,2,3,2,2,2,2,3,4,5,4,5,2,20,13
1010,15684934,Rose,726,France,Male,31,9,0,2,1,1,106117.3,83744,Female,Loyal Customer,32,Business travel,Eco,1183,4,5,5,5,4,4,4,4,2,2,3,1,4,4,3,0
1011,15776936,Whitworth,475,France,Male,40,7,160818.08,1,0,1,169642.13,46385,Female,Loyal Customer,23,Business travel,Business,1013,5,5,5,5,4,4,4,4,2,5,2,4,2,4,0,0
1012,15729087,Suttor,751,Germany,Male,54,9,156367.6,2,0,1,116179.92,122199,Male,disloyal Customer,27,Business travel,Business,544,4,4,4,5,2,4,2,2,4,5,5,5,5,2,0,0
1013,15786463,Hsing,645,Germany,Female,59,8,121669.93,2,0,0,91.75,73567,Male,disloyal Customer,23,Business travel,Eco,192,1,1,1,3,4,1,4,4,1,1,4,3,3,4,4,1
1014,15717498,Boni,775,France,Male,42,6,133970.22,2,0,1,187839.9,43006,Male,disloyal Customer,48,Business travel,Eco,192,2,5,2,4,2,2,2,2,1,1,1,2,2,2,0,0
1015,15718406,Marshall,540,France,Male,41,3,0,2,1,0,121098.65,116432,Male,Loyal Customer,58,Personal Travel,Eco,372,3,1,3,3,3,3,3,3,4,5,3,4,4,3,27,22
1016,15799468,Catchpole,591,France,Female,34,3,96127.27,1,0,0,30972.06,64054,Female,disloyal Customer,29,Business travel,Eco,919,3,3,3,3,1,3,1,1,3,5,4,4,4,1,0,11
1017,15626383,Tang,596,Spain,Male,60,7,121907.97,1,0,1,30314.04,102531,Male,Loyal Customer,22,Personal Travel,Eco,414,3,2,3,4,1,3,3,1,3,1,4,3,4,1,2,0
1018,15597385,Siddons,573,Spain,Male,41,5,0,2,0,1,14479.29,51985,Female,Loyal Customer,40,Business travel,Eco Plus,347,4,4,4,4,4,4,4,4,4,5,2,3,1,4,0,0
1019,15570271,Wan,577,Spain,Male,31,6,0,1,1,1,196395.25,36665,Female,Loyal Customer,32,Personal Travel,Eco,1220,3,0,3,1,3,3,1,3,4,5,5,5,5,3,0,22
1020,15690330,Efimov,830,Germany,Female,40,8,77701.64,1,0,1,19512.38,23483,Male,Loyal Customer,41,Personal Travel,Eco,516,2,4,2,5,4,2,4,4,5,2,4,4,3,4,0,0
1021,15680611,Rose,663,France,Male,67,9,0,3,1,1,72318.77,62268,Male,Loyal Customer,10,Personal Travel,Eco Plus,2565,3,5,3,4,3,3,3,3,3,5,5,5,3,3,35,39
1022,15810227,Fanucci,421,France,Male,34,2,0,2,1,1,96615.23,38216,Male,disloyal Customer,30,Business travel,Eco Plus,1249,3,3,3,4,1,3,2,1,3,3,4,3,4,1,29,44
1023,15807194,Iweobiegbulam,718,Spain,Male,34,5,113922.44,2,1,0,30772.22,106608,Male,Loyal Customer,31,Business travel,Business,589,3,4,4,4,3,3,3,3,4,1,4,2,4,3,0,0
1024,15712199,Ijendu,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,21551,Male,Loyal Customer,18,Personal Travel,Eco,331,4,3,4,2,4,4,4,4,3,4,5,3,3,4,0,0
1025,15694995,O'Sullivan,712,France,Male,23,2,0,2,0,1,66795.78,109172,Female,Loyal Customer,49,Business travel,Business,2550,4,4,4,4,1,4,3,4,4,4,4,2,4,1,27,17
1026,15723400,Hutchinson,663,France,Male,28,4,0,2,1,1,123969.64,25674,Female,Loyal Customer,58,Personal Travel,Eco,761,4,1,3,4,5,4,4,5,5,3,5,3,5,4,7,0
1027,15654772,Kwemto,640,France,Female,47,6,89799.46,2,0,1,13783.77,116362,Female,Loyal Customer,21,Personal Travel,Eco,308,3,4,3,1,3,3,3,3,4,3,4,5,5,3,0,1
1028,15574743,Chiu,577,Spain,Male,29,2,0,1,1,1,168924.41,61344,Female,disloyal Customer,23,Business travel,Business,602,5,0,5,2,2,5,1,2,3,3,4,4,4,2,0,0
1029,15807593,Berry,546,Spain,Female,36,7,85660.96,1,0,0,134778.01,118051,Male,disloyal Customer,22,Business travel,Eco,1262,3,3,3,2,4,3,4,4,1,5,3,2,2,4,30,17
1030,15686718,Hung,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,80134,Female,disloyal Customer,21,Business travel,Eco,1306,3,3,3,5,3,3,3,3,4,2,5,5,5,3,7,0
1031,15695299,Mordvinova,590,France,Female,45,2,81828.22,1,1,0,52167.97,106855,Female,Loyal Customer,46,Business travel,Business,2031,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0,0
1032,15722701,Bruno,594,Germany,Male,18,1,132694.73,1,1,0,167689.56,33489,Male,disloyal Customer,33,Personal Travel,Eco,2496,3,2,3,4,3,3,3,3,1,4,4,3,4,3,65,72
1033,15799635,Arbour,577,Spain,Male,51,2,108867,1,0,0,140800.66,114659,Female,Loyal Customer,50,Business travel,Business,1703,0,0,0,2,5,5,4,2,2,2,5,4,2,4,5,0
1034,15742323,Barese,541,France,Male,39,7,0,2,1,0,19823.02,128283,Female,Loyal Customer,31,Business travel,Business,1946,1,1,3,1,5,5,5,5,3,3,4,3,4,5,0,0
1035,15658435,Hingston,781,France,Female,27,5,0,2,0,0,72969.9,82336,Female,disloyal Customer,41,Business travel,Business,1930,4,4,4,1,1,4,1,1,3,3,5,4,5,1,0,3
1036,15586029,Davis,806,Germany,Male,34,2,96152.68,2,1,0,143711.02,56698,Male,Loyal Customer,40,Personal Travel,Eco,1068,1,5,1,2,3,1,3,3,4,4,5,4,4,3,13,26
1037,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,47399,Female,Loyal Customer,25,Business travel,Eco,541,5,1,1,1,5,5,4,5,3,2,1,2,4,5,0,0
1038,15807555,Chung,535,France,Male,45,2,0,2,1,0,125658.28,11967,Female,Loyal Customer,23,Business travel,Business,643,2,2,2,2,4,4,4,4,3,2,4,4,5,4,8,0
1039,15603378,Padovano,768,France,Female,36,3,141334.95,1,0,1,125870.5,104953,Male,disloyal Customer,15,Business travel,Business,337,2,1,2,2,2,2,5,2,4,5,3,4,2,2,3,8
1040,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,70169,Female,disloyal Customer,22,Business travel,Eco,150,4,3,4,4,5,4,5,5,1,3,3,4,4,5,6,0
1041,15657349,Carter,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,15184,Male,Loyal Customer,54,Business travel,Eco,461,3,5,5,5,3,3,3,3,3,5,2,2,5,3,0,0
1042,15777614,Webb,545,Spain,Female,44,1,0,2,1,1,82614.89,73954,Female,disloyal Customer,55,Business travel,Eco,767,2,2,2,1,1,2,5,1,3,1,1,3,3,1,0,0
1043,15653952,T'an,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,113104,Female,Loyal Customer,65,Personal Travel,Eco,479,2,4,2,4,3,4,4,4,4,2,4,2,4,1,0,0
1044,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,47506,Male,disloyal Customer,64,Personal Travel,Eco,599,3,0,3,5,3,3,3,3,3,2,4,3,4,3,0,7
1045,15689594,Su,731,France,Male,29,5,179539.2,1,0,0,112010.02,112915,Female,Loyal Customer,49,Business travel,Business,3839,3,3,3,3,4,3,5,3,3,3,3,1,3,1,18,5
1046,15801920,Christian,727,Germany,Male,39,5,80615.46,2,0,0,180962.32,27655,Male,Loyal Customer,50,Business travel,Business,3594,2,2,2,2,1,2,1,2,2,2,2,3,2,3,10,0
1047,15653347,Chiu,560,Spain,Male,47,1,0,1,0,0,128882.66,40439,Female,Loyal Customer,50,Business travel,Business,1772,4,3,3,3,2,3,4,3,3,3,4,4,3,4,66,62
